,split,genre,dataset,year,sid,score,sentence1,sentence2
6136,dev,main-captions,images,2015,180,3.6,Một người đàn ông và một người phụ nữ trên băng ghế.,Một người đàn ông và một người phụ nữ ngồi trên băng ghế công viên.
6137,dev,main-captions,images,2015,198,0.8,nâu đang nằm trên một tấm vải màu xanh.,Một nâu và hai đen trên một cánh đồng cỏ mọc um tùm.
6138,dev,main-captions,images,2015,216,2.4,Hai chiến đấu trong tuyết.,Hai đứng trong tuyết.
6139,dev,main-captions,images,2015,217,4.8,Người đàn ông và hai cậu bé nhảy lên tấm bạt lò xo.,Một người đàn ông và hai cậu bé đang nhảy trên tấm bạt lò xo.
6140,dev,main-captions,images,2015,248,5.0,Một người đàn ông tập đấm bốc,Một người đàn ông tập đấm bốc
6141,dev,main-captions,images,2015,253,0.4,Cô gái với chiếc xô màu xanh văng xuống dưới bến tàu.,Cô gái mặc áo khoác trượt tuyết đang đi bộ gần các tòa nhà.
6142,dev,main-captions,images,2015,262,3.2,Một nhóm người đứng trên cát nhìn ra mặt nước.,Một nhóm người đang đứng trên bãi biển trước một số chiếc thuyền.
6143,dev,main-captions,images,2015,268,1.8,Một đen đang chạy theo một trắng trong tuyết.,Chó đen đuổi theo chó nâu qua tuyết
6144,dev,main-captions,images,2015,291,3.2,Một nhỏ màu trắng chạy trên bãi cỏ.,Một nhỏ màu trắng đang chạy
6145,dev,main-captions,images,2015,294,3.4,trắng và nâu đang chạy nhanh qua đám cỏ.,trắng lớn đang chạy trên cỏ.
6146,dev,main-captions,images,2015,323,4.8,Một đen đang chạy trên cỏ.,đen đang chạy qua đám cỏ.
6147,dev,main-captions,images,2015,352,4.2,Một đen trắng bơi trong làn nước trong vắt.,Một nhỏ màu đen và trắng đang bơi trong nước.
6148,dev,main-captions,images,2015,359,2.6,đen trắng chạy trong nước.,Một đen trắng đang chạy qua cỏ.
6149,dev,main-captions,images,2015,369,2.2,Hai chạy trong tuyết,Một nằm trong tuyết.
6150,dev,main-captions,images,2015,370,1.4,Một đang chạy qua tuyết.,Một bầy chó kéo xe kéo xe trượt tuyết qua một thị trấn.
6151,dev,main-captions,images,2015,372,2.6,Một vận động viên trượt ván trên đường phố.,"Một vận động viên trượt ván trên không trung tại một đoạn đường dốc lớn, ngoài trời."
6152,dev,main-captions,images,2015,390,1.2,Một cô gái nảy lên trong một ngôi nhà nảy.,Một cô gái nhảy múa như một người đàn ông trong trang phục
6153,dev,main-captions,images,2015,402,1.8,Một nâu và trắng đang bắt một quả bóng tennis trong khi đứng trên hai chân sau.,nâu và trắng đang mang một cây gậy trong miệng.
6154,dev,main-captions,images,2015,407,4.0,Một đen ướt với cổ áo đỏ đang ở trên sông,Một đen với cổ áo màu đỏ lội qua nước.
6155,dev,main-captions,images,2015,416,0.4,Hai người đang đi dạo bên bờ biển.,Hai người đàn ông mặc áo nỉ và đội mũ nhìn vào camera.
6156,dev,main-captions,images,2015,419,0.0,Hai cô bé áo hồng đang nhảy múa.,Hai người phụ nữ chạy bộ trên một con đường gần bờ sông.
6157,dev,main-captions,images,2015,435,0.4,Một người phụ nữ mặc quần jean chơi trò chơi điện tử trước màn hình lớn.,Một người đàn ông và một người phụ nữ đang tạo dáng chụp ảnh trước một luống hoa màu vàng.
6158,dev,main-captions,images,2015,438,3.0,Hai người đi bộ dọc theo bờ biển vào lúc hoàng hôn.,Hai người đi bộ dọc theo bãi biển vào lúc hoàng hôn cảnh báo một nhóm người.
6159,dev,main-captions,images,2015,448,4.0,Một đen đang chạy qua tuyết.,đen và nâu đang chạy qua tuyết.
6160,dev,main-captions,images,2015,449,1.4,Một người phụ nữ mặc bikini màu hồng đang nằm trên một chiếc ghế salon được phủ một chiếc khăn màu hồng.,Một người phụ nữ mặc áo sơ mi trắng và váy đen trên sân tennis.
6161,dev,main-captions,images,2015,453,0.4,Ba người đứng trong một cấu trúc kính ngoài trời.,Một cô gái đứng cao trên bục vượt chướng ngại vật.
6162,dev,main-captions,images,2015,456,2.4,Một nhóm người đang có mặt tại một hội nghị vẫy cờ Mỹ.,Một đám đông người tại một sự kiện ngoài trời
6163,dev,main-captions,images,2015,465,2.8,Một cậu bé trượt ván xuống lan can của một số cầu thang graffiti,Một vận động viên trượt ván đang nhảy qua chướng ngại vật trước một ngôi nhà trắng.
6164,dev,main-captions,images,2015,466,4.6,Một trắng đang chạy trong nước tại một bãi biển,Một trắng đang chạy qua mặt nước vào bờ.
6165,dev,main-captions,images,2015,472,4.2,Một người đàn ông và một người phụ nữ thổi bong bóng.,Một người đàn ông và một người phụ nữ đeo kính thổi bong bóng.
6166,dev,main-captions,images,2015,477,3.2,Một ván trượt thực hiện một thủ thuật ra khỏi một phần tư ống.,Một vận động viên trượt ván cố gắng thực hiện một thủ thuật trên một đoạn đường dốc tự chế.
6167,dev,main-captions,images,2015,500,1.2,Một người phụ nữ và một người đàn ông thích thú với tai nghe.,Một người đàn ông và một người phụ nữ nghỉ ngơi sau khi tập thể dục.
6168,dev,main-captions,images,2015,501,1.8,Hai cô gái đi dạo giữa đại dương.,Hai cô gái đi bộ trên đường phố
6169,dev,main-captions,images,2015,524,2.6,Thuyền buồm trong vùng nước gồ ghề.,Một người đàn ông đang chèo thuyền kayak trong vùng nước gồ ghề.
6170,dev,main-captions,images,2015,532,1.6,Ba chú chó đang chơi đùa trong tuyết trắng.,Hai đang chơi trên cỏ.
6171,dev,main-captions,images,2015,573,0.0,Một người đàn ông mặc quần bơi màu đỏ đang chơi bóng chuyền.,Một người đàn ông và một người phụ nữ ngồi trên một chiếc xe máy.
6172,dev,main-captions,images,2015,576,3.8,Hai người mặc bộ đồ tuyết nằm trong tuyết làm thiên thần tuyết,Hai đứa trẻ nằm trong tuyết làm thiên thần tuyết
6173,dev,main-captions,images,2015,577,4.0,Một cô bé tóc vàng đang đứng trước đài phun nước.,Một cô gái trẻ đứng trước đài phun nước
6174,dev,main-captions,images,2015,602,4.8,Một cậu bé cưỡi trên xích đu.,Một cậu bé cưỡi trên xích đu.
6175,dev,main-captions,images,2015,607,2.4,Một đen chạy qua tuyết.,Một đen chạy qua nước.
6176,dev,main-captions,images,2015,614,5.0,Một đen đi bên cạnh hồ bơi.,Một đen đang đi dọc theo bên hồ bơi.
6177,dev,main-captions,images,2015,627,0.0,Người đàn ông mặc áo sơ mi đen đội mũ và mỉm cười.,Một người đàn ông đang nâng một cô bé lên trên đầu mình.
6178,dev,main-captions,images,2015,632,3.6,Một người đàn ông và một người phụ nữ đang đi xe đạp trên đường phố.,Một người đàn ông và một phụ nữ đang đi xe đạp qua một ngã ba trong thành phố.
6179,dev,main-captions,images,2015,667,2.4,Hai trong tuyết,Hai chơi trên cỏ.
6180,dev,main-captions,images,2015,673,4.2,Ba chơi đùa trong tuyết.,Ba chạy trong tuyết.
6181,dev,main-captions,images,2015,676,0.2,Cậu bé mặc áo cam đang ném bóng.,mõm đen trắng đang nhảy lên trên cỏ.
6182,dev,main-captions,images,2015,688,4.2,Một số người đang ngồi quanh đống lửa vào ban đêm.,Một nhóm người ngồi quanh đống lửa cháy vào ban đêm.
6183,dev,main-captions,images,2015,698,3.2,Hai chiến đấu trong tuyết.,Hai chơi đùa trong tuyết.
6184,dev,main-captions,images,2015,700,0.6,Một nhóm người đang ở dưới nước.,Một nhóm người đi xe trong một cuộc đua
6185,dev,main-captions,images,2015,706,1.6,Hai đang đánh hơi thứ gì đó trong đá.,Hai chạy xuống một con đường trong rừng.
6186,dev,main-captions,images,2015,718,0.0,Một đen nằm trên cát.,Trẻ em chơi trong nước
6187,dev,main-captions,images,2015,725,1.4,Một người đàn ông mặc đồ đen đội mũ và đeo kính trước bức tường màu đỏ.,Một người phụ nữ mặc áo sơ mi trắng đứng trước bức tường gạch.
6188,dev,main-captions,images,2015,728,4.8,Một người đàn ông giúp một cậu bé đi xe đạp.,Người đàn ông giúp cậu bé đi xe đạp.
6189,dev,main-captions,images,2015,733,4.0,Hai chú chó đang chơi đùa trong tuyết.,Những chơi đùa trong tuyết.
6190,dev,main-captions,images,2015,740,3.0,Hai chú chó đang chơi đùa trên bãi biển cùng nhau.,Hai đen đang chơi trên một bãi cỏ.
6191,dev,main-captions,images,2015,750,0.2,Hai rám nắng và trắng và một rám nắng chạy xuống bãi biển gần mặt nước.,Người phụ nữ mặc áo khoác Tinkerbell màu hồng đứng cạnh lan can và nhìn ra mặt nước.
6192,dev,main-captions,images,2015,754,1.6,Một người đàn ông đang đi xe đạp trên một con đường đất.,Hai chạy dọc theo con đường đất.
6193,dev,main-captions,images,2015,758,4.4,Một phụ nữ trẻ đội mũ đang ngồi đọc sách tại một quán cà phê.,Một người phụ nữ thích đọc sách tại quán cà phê
6194,dev,main-captions,images,2015,759,4.8,Một đen trắng đang chạy qua bãi cỏ.,đen trắng đang chạy trên cỏ.
6195,dev,main-captions,images,2015,781,0.4,Một người phụ nữ đứng dang tay ra hai bên trong khi một người khác chụp ảnh.,Một người đàn ông đứng trong đám đông cầm một vật thể màu trắng.
6196,dev,main-captions,images,2015,796,2.4,"Nhiều người đang ở trên bãi biển, gần một tòa nhà với những lá cờ tung bay.",Một bãi biển sầm uất có người rải rác trên đó ngắm nhìn bầu trời.
6197,dev,main-captions,images,2015,803,3.0,đen trắng chạy trong nước.,Một rám nắng và trắng chạy qua nước.
6198,dev,main-captions,images,2015,812,2.0,"Ba chú hề trong trang phục tươi sáng, nhiều màu.",Ba người phụ nữ trong những chiếc váy màu sắc rực rỡ.
6199,dev,main-captions,images,2015,815,4.6,Hai màu be chơi trên cỏ.,Hai tan chơi trên cỏ
6200,dev,main-captions,images,2015,828,1.0,Một và một quả bóng màu đỏ trong không khí.,Một đào một cái hố trong sân.
6201,dev,main-captions,images,2015,832,5.0,Một chạy bộ qua cỏ.,Một chạy qua cỏ.
6202,dev,main-captions,images,2015,866,1.4,Nhóm bé gái và một chú chó đứng trên đường.,Một nhóm người đi bè nước trắng trên một chiếc bè màu xanh.
6203,dev,main-captions,images,2015,869,0.0,Một người đàn ông mặc bộ đồ màu xám quỳ trước mặt một người phụ nữ mặc váy trắng.,Một người phụ nữ mặc đồ đỏ với một cốc bia theo sau là một người đàn ông mặc đồ trắng.
6204,dev,main-captions,images,2015,878,3.0,Một con chó nâu và trắng với một chiếc đĩa Frisbee màu hồng trong miệng đang vo ve trên lưng một người đàn ông.,"một với một chiếc đĩa Frisbee trong miệng, nhảy qua một người đàn ông."
6205,dev,main-captions,images,2015,887,0.6,Một và mèo nằm xuống cùng nhau.,Hai xám đang mang theo một cây gậy trong nước.
6206,dev,main-captions,images,2015,891,0.0,Một gia đình đang chơi trên bãi biển với của họ.,Một cô bé trần truồng bị ném lên không trung.
6207,dev,main-captions,images,2015,898,2.6,Một chạy qua đám cỏ dài.,Một nằm xuống bãi cỏ dài màu xanh lá cây.
6208,dev,main-captions,images,2015,913,1.2,Một nhóm người đang cắm trại trên một số tảng đá.,Một nhóm người đang đứng bên cạnh một chiếc xe cứu hỏa.
6209,dev,main-captions,images,2015,925,5.0,Có một đen nhảy vào bể bơi.,Một đen đang nhảy vào bể bơi.
6210,dev,main-captions,images,2015,931,3.4,Ba chơi đùa trong tuyết trong khi một mặc áo khoác.,"Ba chơi đùa trong tuyết, với một thành phố ở phía sau."
6211,dev,main-captions,images,2015,933,0.8,Một nhóm người trên thuyền chạy về phía bờ.,Một nhóm người đứng cùng nhau và tạo dáng trước một ngôi nhà.
6212,dev,main-captions,images,2015,956,0.8,"Một đám người đứng trên một con đường nông thôn, một cánh đồng phía sau họ, một khu rừng ở phía trước.",Một đám người đứng cạnh một chiếc xe hơi với cốp xe mở.
6213,dev,main-captions,images,2015,961,1.0,Một kiếm sĩ Nhật Bản nhảy lên không trung.,Một người phụ nữ đang khiến của mình nhảy lên không trung.
6214,dev,main-captions,images,2015,977,0.0,Một người đàn ông mặc quần đùi võ sĩ cờ Mỹ đang đứng trên cầu thang.,Một người phụ nữ mặc áo sơ mi trắng đứng trên đường.
6215,dev,main-captions,images,2015,978,0.0,Một nhóm bảy người đang đi bè trong ghềnh trên một chiếc thuyền xanh.,Một nhóm người đang đứng và ngồi xung quanh trên mặt đất vào ban đêm.
6216,dev,main-captions,images,2015,980,2.0,Một người đàn ông với mái tóc dài đang nhìn qua máy ảnh.,Một người đàn ông đeo kính râm nhìn thẳng về phía trước.
6217,dev,main-captions,images,2015,1018,2.4,đen và nâu đang chơi trong sân.,đen và nâu đang đuổi theo thứ gì đó mà nó đã phát hiện ra.
6218,dev,main-captions,images,2015,1030,2.2,Một cậu bé đang nhảy xuống nước với một quả bóng trong tay.,Một cậu bé bơi dưới nước với một món đồ chơi trên tay.
6219,dev,main-captions,images,2015,1032,3.8,Một người mặc đồ lặn đang bơi dưới nước.,Một người đang lặn biển trong làn nước trong xanh rất trong.
6220,dev,main-captions,images,2015,1035,2.2,này đang nhảy qua nước.,Hai chạy qua nước trên bãi biển.
6221,dev,main-captions,images,2015,1089,4.6,Một cô gái trẻ mỉm cười với cái đầu lộn ngược,Một cô gái tạo dáng với đầu lộn ngược.
6222,dev,main-captions,images,2015,1090,2.8,Hai người phụ nữ cầm cờ ca rô gần một chiếc xe màu cam.,Hai người phụ nữ mặc quần áo sơ sài tạo dáng bên cạnh một chiếc xe hơi kiểu cũ.
6223,dev,main-captions,images,2015,1155,2.0,Một vận động viên khúc côn cầu nhìn chăm chú xuống dưới.,Một vận động viên khúc côn cầu trong một trận đấu.
6224,dev,main-captions,images,2015,1160,4.2,Hai nâu đuổi theo nhau trong tuyết.,Hai chú chó nâu đang chơi đùa với nhau trong tuyết.
6225,dev,main-captions,images,2015,1165,4.5,Trẻ em đang chơi trên tấm bạt lò xo trong tuyết.,Một số trẻ em và nhảy trên tấm bạt lò xo trong tuyết.
6226,dev,main-captions,images,2015,1196,0.0,Một với một cây gậy đi theo một khác qua nước.,Một chiếc xe bốn bánh đang lái qua bùn.
6227,dev,main-captions,images,2015,1200,1.8,Một đen và nâu đang nhai một cây gậy lớn.,Một đen trắng chơi đùa trên cát.
6228,dev,main-captions,images,2015,1205,4.2,Hai đen chơi đùa trên cỏ.,Hai chơi trên cỏ.
6229,dev,main-captions,images,2015,1208,4.2,Hai cậu bé đang nhảy xuống hồ bơi.,Hai cậu bé đang ở giữa không trung nhảy xuống hồ bơi dưới lòng đất.
6230,dev,main-captions,images,2015,1229,1.4,Một nhóm người đàn ông đi bộ và bám vào dây thừng.,Một nhóm đàn ông chơi một trận bóng đá ở trường đại học.
6231,dev,main-captions,images,2015,1233,3.6,Một người da đen mặc đồ đen và đỏ đang ngủ trên băng ghế với một chiếc ô đen mở.,Một người đàn ông ngồi dậy chợp mắt trên băng ghế công viên với một chiếc ô mở bảo vệ anh ta khỏi ánh nắng mặt trời.
6232,dev,main-captions,images,2015,1251,0.6,Một người đàn ông với bộ râu xám đạp xe trên bãi biển của đại dương.,Một đốm đứng trên hai chân sau để bắt một quả bóng trên bãi biển.
6233,dev,main-captions,images,2015,1266,5.0,Một chú chó Golden Retriever nhảy khỏi hiên nhà bằng gỗ.,Một chú chó tha mồi vàng đang nhảy khỏi hiên nhà bằng gỗ
6234,dev,main-captions,images,2015,1302,0.8,Một người đàn ông đang trượt băng xuống cầu thang.,Người đàn ông đang trượt tuyết xuống một ngọn đồi tuyết.
6235,dev,main-captions,images,2015,1313,0.0,Một người phụ nữ với bộ trang phục màu vàng đang ở trong không khí phía trên giường trong một căn phòng màu vàng.,Một với dây xích màu đỏ vẫn còn bám theo trên cỏ về phía một quả bóng tennis.
6236,dev,main-captions,images,2015,1328,0.0,Một vận động viên trượt tuyết đang nhảy lên không trung trên một cánh đồng tuyết gần một dãy núi.,Một người phụ nữ đang ngồi gần một bồn hoa nhìn ra một đường hầm.
6237,dev,main-captions,images,2015,1333,1.8,Những đang chơi đùa trong tuyết.,Hai chú chó chơi đùa trên bờ.
6238,dev,main-captions,images,2015,1334,0.8,Một cậu bé mặc quần bơi màu đỏ đang nhảy xuống hồ bơi.,Một đang được phun bằng vòi khi nó nhảy vào bể chèo.
6239,dev,main-captions,images,2015,1344,2.8,Hai đang chạy trên bãi cỏ trước những tán cây.,Một nâu đang chạy trên bãi cỏ trước một số cây.
6240,dev,main-captions,images,2015,1351,0.0,Một cậu bé trèo lên tường đá,Năm săn thỏ đang đua trên một đường đua cát.
6241,dev,main-captions,images,2015,1372,0.8,Một vận động viên trượt ván nhảy khỏi cầu thang.,Một nhảy khỏi cầu thang.
6242,dev,main-captions,images,2015,1384,1.8,Hai chạy cùng nhau và một con có một món đồ chơi vịt trong miệng.,Một đen trắng đi qua bãi cỏ với một cây gậy dài trong miệng.
6243,dev,main-captions,images,2015,1385,1.4,đen trắng đang chạy trên cỏ.,Một đen trắng bơi trong làn nước xanh.
6244,dev,main-captions,images,2015,1438,1.8,Một người phụ nữ chạy trên bãi biển.,Một chạy ngang qua đất.
6245,dev,main-captions,images,2015,1452,2.4,Một màu vàng nhảy xung quanh trên cỏ trong khi ngậm một cây gậy trong miệng.,Một đen đang chạy qua bãi cỏ mang theo thứ gì đó màu đỏ trong miệng.
6246,dev,main-captions,images,2015,1462,1.6,Một trắng đang chơi với một quả bóng trên bãi biển.,Một đen trắng đang chơi với một rám nắng.
6247,dev,main-captions,images,2015,1472,3.8,Người phụ nữ mặc váy đen với phụ kiện màu đỏ đang đi bộ xuống phố.,Người phụ nữ mặc váy đen đi bộ trên đường.
6248,dev,main-captions,images,2015,1476,4.8,Hai tiếp cận nhau trên cỏ.,Hai đối mặt nhau trên cỏ.
6249,dev,main-captions,track5.en-en,2017,1,0.2,Các phương tiện hiện tại của chúng tôi sẽ được đưa vào bảo tàng khi mọi người đều có máy bay riêng.,Chiếc xe cần một số công việc
6250,dev,main-captions,track5.en-en,2017,2,1.0,Một nữ giám sát viên đang hướng dẫn các công nhân nam.,Một người phụ nữ đang làm y tá.
6251,dev,main-captions,track5.en-en,2017,7,0.4,Bầu trời có rất ít hoặc không có mây.,"Người phụ nữ này có thể đã sẵn sàng cho Leo núi, hoặc chỉ ngắm những đám mây, ở trên."
6252,dev,main-captions,track5.en-en,2017,8,0.4,Cậu bé nhảy chân trần ra ngoài sân trước.,Thiếu niên đạp xe vòng quanh những người đi bộ trong sân.
6253,dev,main-captions,track5.en-en,2017,9,4.0,Có những trong rừng.,Những ở một mình trong rừng.
6254,dev,main-captions,track5.en-en,2017,10,3.4,Một số người đi xe đạp dừng lại gần một biển báo.,Hai người đàn ông dừng lại để nói chuyện gần một tấm biển bên ngoài.
6255,dev,main-captions,track5.en-en,2017,11,3.0,Những đầu bếp mặc áo trắng này đang bận rộn trong bếp làm bữa tối cho khách hàng của họ.,Những người phụ nữ đang chuẩn bị bữa tối trong nhà bếp của họ.
6256,dev,main-captions,track5.en-en,2017,13,1.8,Một người đàn ông đang chở một chiếc xuồng với một.,Một đang chở một người đàn ông trên một chiếc xuồng.
6257,dev,main-captions,track5.en-en,2017,16,2.2,Một người phụ nữ xem trực tiếp một nhóm nhạc rap,Một khán giả xem một cô gái nhảy.
6258,dev,main-captions,track5.en-en,2017,17,3.6,Một cô gái nhảy múa trên bãi cát.,Một cô gái đang ở trên một bãi biển đầy cát.
6259,dev,main-captions,track5.en-en,2017,22,0.4,Người phụ nữ đang uống nước chanh và xem TV.,Người đàn ông đang ngồi uống cà phê.
6260,dev,main-captions,track5.en-en,2017,25,0.2,Thanh niên lạnh lùng,Trẻ em châu Á đang chơi với một.
6261,dev,main-captions,track5.en-en,2017,27,3.8,Một người đàn ông buồn bã đang nhảy qua một con suối nhỏ để gặp người bạn đồng hành của mình ở phía bên kia.,Một người đàn ông đang nhảy qua một con suối để gặp người bạn đồng hành của mình ở phía bên kia.
6262,dev,main-captions,track5.en-en,2017,31,4.2,Một người phụ nữ đang nhảy bungee.,Một cô gái đang nhảy bungee.
6263,dev,main-captions,track5.en-en,2017,32,1.2,Một chú hề biểu diễn cho anh trai và em gái trong khi những người còn lại trong nhóm xem.,Một đứa trẻ tóc vàng biểu diễn trên kèn trước một ngôi nhà trong khi em trai xem.
6264,dev,main-captions,track5.en-en,2017,36,3.4,Bốn cô gái vui vẻ bước xuống vỉa hè.,Ba cô gái trẻ bước xuống vỉa hè.
6265,dev,main-captions,track5.en-en,2017,39,2.4,Một nhóm Navy SEAL đang hát,Một nhóm quân nhân đang chơi trong một bộ tứ bằng đồng.
6266,dev,main-captions,track5.en-en,2017,43,3.2,Một người đàn ông chơi violin trong mưa.,Một người đàn ông chơi guitar trong mưa.
6267,dev,main-captions,track5.en-en,2017,44,2.2,Mọi người đang rời khỏi máy bay.,Mọi người đang bước vào máy bay.
6268,dev,main-captions,track5.en-en,2017,45,4.4,Những đang đuổi theo một con mèo.,Những đang đuổi theo một con mèo đen.
6269,dev,main-captions,track5.en-en,2017,47,2.6,Chú chó Tan đang chơi đùa với đỏ ngoài trời tuyết,Một màu vàng đang chơi trong tuyết.
6270,dev,main-captions,track5.en-en,2017,49,0.2,Một cô gái với bình hoa ở phía sau trong nhà,Cô gái đang đứng khi cô gái kia đeo kính vẽ tay.
6271,dev,main-captions,track5.en-en,2017,51,3.2,Một người ngồi trong văn phòng chụp ảnh.,Một người phụ nữ đang ngồi trong văn phòng.
6272,dev,main-captions,track5.en-en,2017,53,2.2,Mọi người đá nhảy xuống nước trong khi mọi người câu cá ở phía sau.,Hai người ngắm nước.
6273,dev,main-captions,track5.en-en,2017,56,5.0,Một phụ nữ tóc vàng tìm kiếm vật tư y tế để làm việc trong một chiếc vali.,Người phụ nữ tóc vàng đang tìm kiếm vật tư y tế trong một chiếc vali.
6274,dev,main-captions,track5.en-en,2017,57,5.0,Một cậu bé đang ở trường làm bài kiểm tra.,Cậu bé đang làm bài kiểm tra ở trường.
6275,dev,main-captions,track5.en-en,2017,58,2.2,Một ông già đội mũ đứng ngoài cửa tiệm.,Một người đàn ông mặc áo sơ mi quá khổ ngồi tại một cửa hàng
6276,dev,main-captions,track5.en-en,2017,63,0.4,Xe ngựa được kéo bởi một con ngựa.,Một người đàn ông đi xe đạp bên cạnh tòa nhà.
6277,dev,main-captions,track5.en-en,2017,66,1.0,Một người phụ nữ nhìn vào một con vịt khi cô ấy đi phía sau nó.,Một người phụ nữ đang đi dạo với của mình.
6278,dev,main-captions,track5.en-en,2017,68,2.2,Người đàn ông ngồi trên băng ghế uống nước từ một chiếc cốc được bao quanh bởi thảm.,Một người đàn ông đang ngồi trên một trong hai băng ghế đỏ và nhìn chằm chằm vào một ki-ốt.
6279,dev,main-captions,track5.en-en,2017,72,2.0,Một cậu bé tóc vàng nhỏ trượt đầu xuống sân chơi màu xanh trượt về phía một thanh niên tóc vàng khác.,"Một cậu bé với mái tóc dựng đứng, đang trượt xuống một cầu trượt màu xanh"
6280,dev,main-captions,track5.en-en,2017,73,1.2,Bốn người phụ nữ đang tập luyện cho một trận đấu sắp tới.,Những người phụ nữ đang trong một vở kịch
6281,dev,main-captions,track5.en-en,2017,75,4.0,Người đàn ông trên bậc thềm,Một người đàn ông ngồi trên bậc thềm.
6282,dev,main-captions,track5.en-en,2017,77,1.0,Có một cô gái trẻ.,Có một cậu bé với người phụ nữ.
6283,dev,main-captions,track5.en-en,2017,79,4.2,Một người phụ nữ vẽ một bức tranh của một tòa nhà lớn có thể được nhìn thấy trong nền.,Một người vẽ một bức tranh của một tòa nhà lớn có thể được nhìn thấy trong nền.
6284,dev,main-captions,track5.en-en,2017,82,3.4,Hai đứa trẻ đang chơi một trò chơi Foosball.,Những đứa trẻ đang chơi một trò chơi với nhau.
6285,dev,main-captions,track5.en-en,2017,83,4.0,Người đàn ông đang ở trên một cánh đồng hoang.,Người đàn ông đang ở ngoài đồng.
6286,dev,main-captions,track5.en-en,2017,84,4.8,Một cậu bé đang uống từ một gói nước trái cây.,Một cậu bé đang uống từ một gói nước trái cây.
6287,dev,main-captions,track5.en-en,2017,85,0.4,Một người đàn ông chuẩn bị ván trượt của mình sẵn sàng cho cánh đồng để bị đóng băng,Một người đàn ông trên thuyền chuẩn bị kéo lưới để xem anh ta bắt được gì.
6288,dev,main-captions,track5.en-en,2017,86,4.4,Người đi xe đạp đang thực hiện các pha nguy hiểm.,Một biker đang thực hiện các pha nguy hiểm.
6289,dev,main-captions,track5.en-en,2017,87,0.4,Một nhạc sĩ đang bôi mứt lên cây đàn guitar trắng của mình tại một buổi hòa nhạc.,Trombonist chơi nhạc cụ của cô ấy trong một ban nhạc cho một cuộc diễu hành.
6290,dev,main-captions,track5.en-en,2017,89,0.0,Một cặp thanh niên mặc áo phông đang trốn trong rừng với một người trông kinh ngạc.,Hai cô bé mỉm cười chơi đùa trong đài phun nước với những người khác.
6291,dev,main-captions,track5.en-en,2017,90,3.0,Một nhóm người chơi bóng đá trên sân bóng trước đám đông.,Một nhóm người đàn ông chơi bóng đá trong một sân vận động đầy người.
6292,dev,main-captions,track5.en-en,2017,91,4.6,Một người đàn ông đang thích thú xem ba đứa trẻ châu Á nhảy múa.,Một người đàn ông đang xem ba đứa trẻ châu Á nhảy múa.
6293,dev,main-captions,track5.en-en,2017,94,0.4,Một người phụ nữ đi bộ bên lề đường cao tốc.,Một người đàn ông đang đứng bằng một chân trên cầu.
6294,dev,main-captions,track5.en-en,2017,96,1.4,Một người đàn ông gọi taxi tại sân bay vào một ngày nắng.,Một người đàn ông đang ở bên ngoài vào một ngày tháng Bảy.
6295,dev,main-captions,track5.en-en,2017,98,3.0,Một cậu bé có cần câu màu đỏ.,Một cậu bé đứng trên một cây cầu có cần câu.
6296,dev,main-captions,track5.en-en,2017,99,1.6,Một cầu thủ nảy bóng.,Một cầu thủ bắt bóng.
6297,dev,main-captions,track5.en-en,2017,101,2.4,Đàn ông thi đấu trong một cuộc thi.,Hai người phụ nữ cạnh tranh trong một cuộc thi.
6298,dev,main-captions,track5.en-en,2017,102,0.0,con ở ngoài trời.,Một người đàn ông mặc quần đùi in hình đang thực hiện tư thế yoga trên bãi biển.
6299,dev,main-captions,track5.en-en,2017,106,1.6,Một cô gái trẻ mặc áo khoác màu hồng đang chơi một trò chơi trên bàn cờ.,Một cậu bé mặc áo khoác đang chơi.
6300,dev,main-captions,track5.en-en,2017,107,1.6,Một người đàn ông da trắng mỉm cười mặc áo sơ mi sọc xanh và đen chuẩn bị chụp ảnh.,Một người đàn ông mặc áo sơ mi trắng và quần đen đang mỉm cười.
6301,dev,main-captions,track5.en-en,2017,108,0.2,Một người đang trèo lên một bức tường đá.,Một người và một con ngựa ở trên một hàng rào.
6302,dev,main-captions,track5.en-en,2017,110,2.2,Hai người đàn ông đang chơi một trò chơi Scrabble cùng nhau.,Hai người phụ nữ đang chơi một trò chơi.
6303,dev,main-captions,track5.en-en,2017,112,2.0,Cô gái rất giỏi và luyện tập rất nhiều.,Người đàn ông rất giỏi.
6304,dev,main-captions,track5.en-en,2017,113,0.4,Nhiều vệ sĩ đang đứng trước vạch xuất phát của một cuộc đua.,Hai người đàn ông mặc trang phục công sở đang đứng bên đường.
6305,dev,main-captions,track5.en-en,2017,116,4.8,Một người đàn ông ở chợ nông sản.,Một người đàn ông đang ở chợ nông sản.
6306,dev,main-captions,track5.en-en,2017,117,2.0,Bốn người đi về phía một tòa tháp,Hai người đàn ông đi về phía một tòa nhà hình vòm.
6307,dev,main-captions,track5.en-en,2017,118,0.2,Một bé gái và một cậu bé đang đọc sách.,Một đứa trẻ lớn hơn đang chơi với một con búp bê trong khi nhìn ra ngoài cửa sổ.
6308,dev,main-captions,track5.en-en,2017,119,3.8,Đứa trẻ muốn bơi.,Những đứa trẻ muốn bơi.
6309,dev,main-captions,track5.en-en,2017,122,2.2,Đàn ông đang chiến đấu sau một trận bóng rổ.,Những người đàn ông đang chơi một trò chơi bóng rổ.
